,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Broad_Type,nearest_station,Station_Lat,Station_Long,violence_score,top_crimes
0,7869621,HT100175,01/01/2011 01:30:00 AM,001XX N STATE ST,0560,ASSAULT,SIMPLE,CTA PLATFORM,False,False,122,1,42,32,08A,1176353.0,1900882.0,2011,02/04/2016 06:33:39 AM,41.883376682,-87.627874384,"(41.883376682, -87.627874384)",violent,Lawrence (Red Line),41.969139,-87.658493,0.3333333333333333,"['BATTERY', 'THEFT', 'CRIMINAL TRESPASS']"
1,7870280,HT101136,01/01/2011 05:16:00 PM,004XX S RACINE AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,True,False,1213,12,2,28,08B,1168451.0,1897951.0,2011,02/04/2016 06:33:39 AM,41.875508384,-87.656975687,"(41.875508384, -87.656975687)",violent,Racine (Blue Line),41.87592,-87.659458,0.3888888888888889,"['BATTERY', 'ROBBERY', 'THEFT']"
2,7870309,HT101202,01/01/2011 06:00:00 PM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1114,11,28,26,11,1149512.0,1901446.0,2011,02/04/2016 06:33:39 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)",non-violent,Damen (Brown Line),41.966286,-87.678639,0.0,"['THEFT', 'CRIMINAL TRESPASS', 'CRIMINAL DAMAGE']"
3,7870493,HT101240,01/01/2011 06:30:00 PM,015XX N CLYBOURN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,True,False,1822,18,43,8,03,1170470.0,1910783.0,2011,02/04/2016 06:33:39 AM,41.910676312,-87.649187069,"(41.910676312, -87.649187069)",property,Main (Purple Line),42.033456,-87.679538,0.05263157894736842,"['NARCOTICS', 'DECEPTIVE PRACTICE', 'THEFT']"
4,7878190,HT101263,01/01/2011 06:57:00 PM,002XX S DEARBORN ST,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,CTA PLATFORM,True,False,123,1,42,32,26,1175967.0,1899285.0,2011,02/04/2016 06:33:39 AM,41.87900312,-87.629339891,"(41.87900312, -87.629339891)",non-violent,Western (Blue Line - O'Hare Branch),41.916157,-87.687364,0.05128205128205128,"['NARCOTICS', 'DECEPTIVE PRACTICE', 'ROBBERY']"
5,7872672,HT101362,01/01/2011 09:24:00 PM,003XX N CENTRAL AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,True,False,1512,15,29,25,03,1138977.0,1901868.0,2011,02/04/2016 06:33:39 AM,41.886843497,-87.765098817,"(41.886843497, -87.765098817)",property,Racine (Blue Line),41.87592,-87.659458,0.3888888888888889,['DECEPTIVE PRACTICE']
6,7871107,HT101962,01/02/2011 01:08:00 PM,075XX N PAULINA AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,CTA PLATFORM,True,False,2422,24,49,1,26,1163690.0,1950023.0,2011,02/04/2016 06:33:39 AM,42.018498254,-87.672983233,"(42.018498254, -87.672983233)",non-violent,"Howard (Red, Purple & Yellow lines)",42.019063,-87.672892,0.3142857142857143,"['ROBBERY', 'BATTERY', 'THEFT']"
7,7872146,HT102954,01/02/2011 06:50:00 PM,015XX N CLYBOURN AVE,0810,THEFT,OVER $500,CTA PLATFORM,False,False,1822,18,27,8,06,1170965.0,1910314.0,2011,02/04/2016 06:33:39 AM,41.909378501,-87.647382412,"(41.909378501, -87.647382412)",property,Main (Purple Line),42.033456,-87.679538,0.05263157894736842,['ASSAULT']
8,7871633,HT102616,01/02/2011 11:45:00 PM,016XX N DAMEN AVE,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,1434,14,32,24,06,1162771.0,1910740.0,2011,02/04/2016 06:33:39 AM,41.910723346,-87.677471499,"(41.910723346, -87.677471499)",property,Division (Blue Line),41.903355,-87.666496,0.6666666666666666,"['NARCOTICS', 'DECEPTIVE PRACTICE', 'THEFT']"
9,7879594,HT102846,01/03/2011 08:37:00 AM,0000X W 69TH ST,0460,BATTERY,SIMPLE,CTA PLATFORM,False,False,731,7,6,69,08B,1177279.0,1859276.0,2011,02/04/2016 06:33:39 AM,41.769185486,-87.625732415,"(41.769185486, -87.625732415)",violent,Irving Park (Blue Line),41.952925,-87.729229,0.19402985074626866,['THEFT']
10,7872253,HT103057,01/03/2011 11:30:00 AM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1114,11,28,26,11,1149512.0,1901446.0,2011,02/04/2016 06:33:39 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)",non-violent,Damen (Brown Line),41.966286,-87.678639,0.0,"['DECEPTIVE PRACTICE', 'BATTERY', 'THEFT']"
11,7911279,HT104125,01/03/2011 04:15:00 PM,002XX W 63RD ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,CTA PLATFORM,False,False,711,7,20,68,03,1175827.0,1863196.0,2011,02/04/2016 06:33:39 AM,41.779975054,-87.630937377,"(41.779975054, -87.630937377)",property,Noyes (Purple Line),42.058282,-87.683337,0.20588235294117646,"['DECEPTIVE PRACTICE', 'ROBBERY']"
12,7881163,HT104509,01/04/2011 08:40:00 AM,011XX W THORNDALE AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA PLATFORM,False,False,2433,24,48,77,17,1167594.0,1939683.0,2011,02/04/2016 06:33:39 AM,41.990041584,-87.65891695,"(41.990041584, -87.65891695)",violent,Western (Orange Line),41.804546,-87.684019,0.5833333333333334,['ROBBERY']
13,7874724,HT105442,01/04/2011 06:30:00 PM,029XX E 83RD ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,CTA PLATFORM,False,False,424,4,10,46,08B,1197469.0,1850510.0,2011,02/04/2016 06:33:39 AM,41.744651331,-87.552018554,"(41.744651331, -87.552018554)",violent,Cermak-McCormick Place (Green Line),41.853115,-87.626402,0.14285714285714285,"['BATTERY', 'ROBBERY', 'NARCOTICS']"
14,7883902,HT106074,01/05/2011 10:15:00 AM,0000X W CTA OHARE PLATFORM ST,1570,SEX OFFENSE,PUBLIC INDECENCY,CTA PLATFORM,True,False,1654,16,41,76,17,1100955.0,1934905.0,2011,02/04/2016 06:33:39 AM,41.978108446,-87.904122758,"(41.978108446, -87.904122758)",violent,Western (Orange Line),41.804546,-87.684019,0.5833333333333334,"['CRIMINAL TRESPASS', 'ROBBERY', 'BURGLARY']"
15,7885934,HT106310,01/05/2011 11:49:41 AM,046XX N BROADWAY,1680,GAMBLING,OTHER,CTA PLATFORM,True,False,2311,19,46,3,19,1167942.0,1930944.0,2011,02/04/2016 06:33:39 AM,41.966053999,-87.657890403,"(41.966053999, -87.657890403)",non-violent,Sheridan (Red Line),41.953775,-87.654929,0.04285714285714286,"['THEFT', 'ROBBERY', 'PUBLIC PEACE VIOLATION']"
16,7875793,HT106294,01/05/2011 12:25:00 PM,0000X N STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,True,False,122,1,42,32,26,1176361.0,1900610.0,2011,02/04/2016 06:33:39 AM,41.882630118,-87.627853218,"(41.882630118, -87.627853218)",non-violent,Conservatory (Green Line),41.884904,-87.716523,0.2,['THEFT']
17,7876231,HT106931,01/05/2011 06:45:00 PM,002XX S STATE ST,0460,BATTERY,SIMPLE,CTA PLATFORM,True,False,123,1,42,32,08B,1176417.0,1899156.0,2011,02/04/2016 06:33:39 AM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)",violent,Oak Park (Green Line),41.886988,-87.793783,0.189873417721519,"['THEFT', 'ROBBERY', 'NARCOTICS']"
18,7876186,HT106921,01/05/2011 06:56:00 PM,005XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,True,False,1132,11,24,26,18,1149812.0,1897228.0,2011,02/04/2016 06:33:39 AM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)",non-violent,Montrose (Brown Line),41.961756,-87.675047,0.25806451612903225,"['BATTERY', 'THEFT', 'ROBBERY']"
19,7876284,HT106987,01/05/2011 07:10:00 PM,005XX S PULASKI RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1132,11,24,26,11,1149812.0,1897228.0,2011,02/04/2016 06:33:39 AM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)",non-violent,Montrose (Brown Line),41.961756,-87.675047,0.25806451612903225,"['DECEPTIVE PRACTICE', 'THEFT', 'NARCOTICS']"
20,7876195,HT106941,01/05/2011 07:20:00 PM,011XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,True,False,132,1,2,32,18,1176517.0,1895340.0,2011,02/04/2016 06:33:39 AM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)",non-violent,95th/Dan Ryan (Red Line),41.722377,-87.624342,0.1743119266055046,"['DECEPTIVE PRACTICE', 'ROBBERY', 'CRIMINAL TRESPASS']"
21,7877758,HT108319,01/06/2011 06:00:00 PM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1114,11,28,26,11,1149512.0,1901446.0,2011,02/04/2016 06:33:39 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)",non-violent,Damen (Brown Line),41.966286,-87.678639,0.0,"['THEFT', 'BATTERY']"
22,7877807,HT108415,01/06/2011 07:25:00 PM,005XX S PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,True,False,1132,11,24,26,18,1149812.0,1897228.0,2011,02/04/2016 06:33:39 AM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)",non-violent,Montrose (Brown Line),41.961756,-87.675047,0.25806451612903225,"['DECEPTIVE PRACTICE', 'THEFT', 'BATTERY']"
23,7877769,HT108441,01/06/2011 07:30:00 PM,0000X E ROOSEVELT RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,132,1,2,32,11,1176818.0,1895074.0,2011,02/04/2016 06:33:39 AM,41.867428687,-87.626342565,"(41.867428687, -87.626342565)",non-violent,Addison (Red Line),41.947428,-87.653626,0.2608695652173913,"['THEFT', 'BATTERY', 'PUBLIC PEACE VIOLATION']"
24,7883986,HT114594,01/07/2011 09:15:00 AM,0000X W CTA 95TH ST LN,0870,THEFT,POCKET-PICKING,CTA PLATFORM,False,False,634,6,21,49,06,1177779.0,1842365.0,2011,02/04/2016 06:33:39 AM,41.722768379,-87.624410361,"(41.722768379, -87.624410361)",property,95th/Dan Ryan (Red Line),41.722377,-87.624342,0.1743119266055046,"['THEFT', 'ROBBERY', 'CRIMINAL TRESPASS']"
25,7878649,HT109029,01/07/2011 10:02:00 AM,004XX E 63RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,True,False,313,3,20,42,18,1180086.0,1863329.0,2011,02/04/2016 06:33:39 AM,41.780243493,-87.615319321,"(41.780243493, -87.615319321)",non-violent,King Drive (Green Line),41.78013,-87.615546,0.45454545454545453,"['THEFT', 'ROBBERY']"
26,7878594,HT109095,01/07/2011 11:00:00 AM,011XX W WILSON AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,2311,19,46,3,11,1167963.0,1930704.0,2011,02/04/2016 06:33:39 AM,41.965394976,-87.657820148,"(41.965394976, -87.657820148)",non-violent,Sheridan (Red Line),41.953775,-87.654929,0.04285714285714286,"['THEFT', 'ROBBERY']"
27,7879100,HT109634,01/07/2011 04:45:00 PM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1114,11,28,26,11,1149512.0,1901446.0,2011,02/04/2016 06:33:39 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)",non-violent,Damen (Brown Line),41.966286,-87.678639,0.0,['THEFT']
28,7879220,HT109790,01/07/2011 06:06:00 PM,007XX S CICERO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,True,False,1533,15,24,25,18,1144508.0,1896325.0,2011,02/04/2016 06:33:39 AM,41.871530533,-87.744926805,"(41.871530533, -87.744926805)",non-violent,Ashland (Orange Line),41.839234,-87.665317,0.26666666666666666,"['DECEPTIVE PRACTICE', 'THEFT', 'ROBBERY']"
29,7879232,HT109843,01/07/2011 07:30:00 PM,005XX S KEDZIE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1134,11,24,27,11,1155124.0,1897322.0,2011,02/04/2016 06:33:39 AM,41.874060099,-87.705924314,"(41.874060099, -87.705924314)",non-violent,Wellington (Brown & Purple lines),41.936033,-87.653266,0.04891304347826087,"['THEFT', 'DECEPTIVE PRACTICE', 'CRIMINAL TRESPASS']"
30,7880221,HT110043,01/07/2011 09:50:00 PM,005XX N MILWAUKEE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,False,False,1323,12,27,24,03,1170877.0,1903757.0,2011,02/04/2016 06:33:39 AM,41.891387635,-87.647898136,"(41.891387635, -87.647898136)",property,Pulaski (Blue Line),41.873797,-87.725663,0.0,"['THEFT', 'BATTERY', 'WEAPONS VIOLATION']"
31,7880657,HT111656,01/09/2011 02:32:00 AM,005XX S PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,CTA PLATFORM,True,False,1132,11,24,26,03,1149812.0,1897228.0,2011,02/04/2016 06:33:39 AM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)",property,Montrose (Brown Line),41.961756,-87.675047,0.25806451612903225,"['ROBBERY', 'DECEPTIVE PRACTICE']"
32,7881357,HT112412,01/09/2011 06:10:00 PM,046XX N BROADWAY,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,2311,19,46,3,11,1167942.0,1930944.0,2011,02/04/2016 06:33:39 AM,41.966053999,-87.657890403,"(41.966053999, -87.657890403)",non-violent,Sheridan (Red Line),41.953775,-87.654929,0.04285714285714286,"['DECEPTIVE PRACTICE', 'NARCOTICS', 'THEFT']"
33,7881429,HT112519,01/09/2011 08:07:00 PM,018XX W ADDISON ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1923,19,47,5,11,1163415.0,1923932.0,2011,02/04/2016 06:33:39 AM,41.94690946,-87.674733431,"(41.94690946, -87.674733431)",non-violent,63rd (Red Line),41.780536,-87.630952,0.0,"['CRIMINAL DAMAGE', 'PUBLIC PEACE VIOLATION', 'ROBBERY']"
34,7881714,HT112815,01/10/2011 04:13:00 AM,011XX W BRYN MAWR AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,True,False,2023,20,48,77,08B,1167668.0,1937354.0,2011,02/04/2016 06:33:39 AM,41.983649153,-87.658712242,"(41.983649153, -87.658712242)",violent,Bryn Mawr (Red Line),41.983504,-87.65884,0.4,"['DECEPTIVE PRACTICE', 'ROBBERY']"
35,7882997,HT113793,01/10/2011 04:45:00 PM,011XX W THORNDALE AVE,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,CTA PLATFORM,False,False,2433,24,48,77,04B,1167594.0,1939683.0,2011,02/04/2016 06:33:39 AM,41.990041584,-87.65891695,"(41.990041584, -87.65891695)",violent,Western (Orange Line),41.804546,-87.684019,0.5833333333333334,"['BATTERY', 'DECEPTIVE PRACTICE']"
36,7882968,HT113815,01/10/2011 05:00:00 PM,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,False,False,1123,11,28,27,11,1152291.0,1901263.0,2011,02/04/2016 06:33:39 AM,41.884930978,-87.716221792,"(41.884930978, -87.716221792)",non-violent,California (Green Line),41.88422,-87.696234,0.0967741935483871,"['BATTERY', 'THEFT', 'ASSAULT']"
37,7882933,HT113806,01/10/2011 05:00:00 PM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,False,False,1114,11,28,26,11,1149512.0,1901446.0,2011,02/04/2016 06:33:39 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)",non-violent,Damen (Brown Line),41.966286,-87.678639,0.0,"['THEFT', 'BATTERY', 'ROBBERY']"
38,7884649,HT113875,01/10/2011 05:48:00 PM,011XX N CLARK ST,0810,THEFT,OVER $500,CTA PLATFORM,False,False,1824,18,42,8,06,1175324.0,1908209.0,2011,02/04/2016 06:33:39 AM,41.903505509,-87.631432802,"(41.903505509, -87.631432802)",property,Monroe (Red Line),41.880745,-87.627696,0.20930232558139536,"['ROBBERY', 'THEFT', 'CRIMINAL TRESPASS']"
39,7886945,HT116597,01/10/2011 06:00:00 PM,034XX S STATE ST,0331,ROBBERY,ATTEMPT: AGGRAVATED,CTA PLATFORM,False,False,2113,2,3,35,03,1176892.0,1881876.0,2011,02/04/2016 06:33:39 AM,41.831210763,-87.626469726,"(41.831210763, -87.626469726)",property,35th-Bronzeville-IIT (Green Line),41.831677,-87.625826,0.42857142857142855,['THEFT']
40,7883114,HT114043,01/10/2011 07:45:00 PM,0000X W CTA 95TH ST LN,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,True,False,634,6,21,49,18,1177779.0,1842365.0,2011,02/04/2016 06:33:39 AM,41.722768379,-87.624410361,"(41.722768379, -87.624410361)",non-violent,95th/Dan Ryan (Red Line),41.722377,-87.624342,0.1743119266055046,"['THEFT', 'BATTERY', 'CRIMINAL TRESPASS']"
41,7890799,HT114204,01/10/2011 10:40:00 PM,020XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,CTA PLATFORM,False,False,1223,12,25,31,06,1160685.0,1890246.0,2011,02/04/2016 06:33:39 AM,41.854529505,-87.685702859,"(41.854529505, -87.685702859)",property,Austin (Blue Line),41.870851,-87.776812,0.0,"['BATTERY', 'THEFT', 'ROBBERY']"
42,7883274,HT114230,01/10/2011 11:00:00 PM,009XX W BELMONT AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,CTA PLATFORM,False,False,1932,19,44,6,04A,1169269.0,1921430.0,2011,02/04/2016 06:33:39 AM,41.93991842,-87.653288878,"(41.93991842, -87.653288878)",violent,"Roosevelt (Red, Orange & Green lines)",41.867405,-87.62659,0.4,"['CRIMINAL TRESPASS', 'ROBBERY']"
43,7884729,HT114411,01/11/2011 06:45:00 AM,011XX W THORNDALE AVE,0460,BATTERY,SIMPLE,CTA PLATFORM,False,False,2433,24,48,77,08B,1167594.0,1939683.0,2011,02/04/2016 06:33:39 AM,41.990041584,-87.65891695,"(41.990041584, -87.65891695)",violent,Western (Orange Line),41.804546,-87.684019,0.5833333333333334,"['DECEPTIVE PRACTICE', 'THEFT']"
44,7884964,HT115480,01/11/2011 07:15:00 PM,005XX S PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,True,False,1132,11,24,26,18,1149812.0,1897228.0,2011,02/04/2016 06:33:39 AM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)",non-violent,Montrose (Brown Line),41.961756,-87.675047,0.25806451612903225,"['THEFT', 'CRIMINAL DAMAGE', 'ASSAULT']"
45,7885134,HT115484,01/11/2011 07:35:00 PM,0000X W 95TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,True,False,634,6,21,49,18,1177762.0,1841949.0,2011,02/04/2016 06:33:39 AM,41.721627204,-87.624485177,"(41.721627204, -87.624485177)",non-violent,95th/Dan Ryan (Red Line),41.722377,-87.624342,0.1743119266055046,['THEFT']
46,7885072,HT115556,01/11/2011 08:20:00 PM,005XX S PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,True,False,1132,11,24,26,18,1149812.0,1897228.0,2011,02/04/2016 06:33:39 AM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)",non-violent,Montrose (Brown Line),41.961756,-87.675047,0.25806451612903225,"['BATTERY', 'DECEPTIVE PRACTICE', 'CRIMINAL TRESPASS']"
47,7885243,HT115758,01/12/2011 01:12:00 AM,016XX W HOWARD ST,0460,BATTERY,SIMPLE,CTA PLATFORM,True,False,2422,24,49,1,08B,1163750.0,1950346.0,2011,02/04/2016 06:33:39 AM,42.019383301,-87.67275327,"(42.019383301, -87.67275327)",violent,"Howard (Red, Purple & Yellow lines)",42.019063,-87.672892,0.3142857142857143,"['NARCOTICS', 'CRIMINAL TRESPASS', 'DECEPTIVE PRACTICE']"
48,7886848,HT116850,01/12/2011 06:00:00 PM,001XX W 35TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,False,False,924,9,11,34,03,1175739.0,1881773.0,2011,02/04/2016 06:33:39 AM,41.830954079,-87.630703226,"(41.830954079, -87.630703226)",property,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",41.885737,-87.630886,0.052083333333333336,"['DECEPTIVE PRACTICE', 'NARCOTICS', 'BATTERY']"
49,7886938,HT117020,01/12/2011 07:40:00 PM,002XX W GARFIELD BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA PLATFORM,True,False,934,2,3,37,18,1175882.0,1868510.0,2011,02/04/2016 06:33:39 AM,41.794555987,-87.630576503,"(41.794555987, -87.630576503)",non-violent,South Boulevard (Purple Line),42.027612,-87.678329,0.07142857142857142,"['THEFT', 'ASSAULT', 'CRIMINAL DAMAGE']"
50,7887844,HT117642,01/13/2011 10:57:00 AM,0000X W 95TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,True,False,634,6,21,49,18,1177762.0,1841949.0,2011,02/04/2016 06:33:39 AM,41.721627204,-87.624485177,"(41.721627204, -87.624485177)",non-violent,95th/Dan Ryan (Red Line),41.722377,-87.624342,0.1743119266055046,"['THEFT', 'BATTERY', 'SEX OFFENSE']"
51,7888004,HT117762,01/13/2011 11:30:00 AM,030XX W LAKE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA PLATFORM,False,False,1331,12,2,27,03,1155993.0,1901004.0,2011,02/04/2016 06:33:39 AM,41.8841464,-87.702634393,"(41.8841464, -87.702634393)",property,Kedzie (Green Line),41.884321,-87.706155,0.10526315789473684,"['ROBBERY', 'BATTERY', 'THEFT']"
52,7888623,HT118402,01/13/2011 06:15:00 PM,028XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1331,12,2,27,11,1157617.0,1901047.0,2011,02/04/2016 06:33:39 AM,41.884231489,-87.696669693,"(41.884231489, -87.696669693)",non-violent,Monroe (Blue Line),41.880703,-87.629378,0.5714285714285714,"['DECEPTIVE PRACTICE', 'THEFT', 'ROBBERY']"
53,7896744,HT126293,01/14/2011 01:00:00 PM,001XX S WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,False,False,123,1,42,32,11,1176832.0,1899710.0,2011,02/04/2016 06:33:39 AM,41.88014983,-87.626150947,"(41.88014983, -87.626150947)",non-violent,"Fullerton (Red, Brown & Purple lines)",41.925051,-87.652866,0.23076923076923078,"['THEFT', 'DECEPTIVE PRACTICE', 'ROBBERY']"
54,7890424,HT119912,01/14/2011 07:40:00 PM,008XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1832,18,42,8,11,1176223.0,1905805.0,2011,02/04/2016 06:33:39 AM,41.896888586,-87.628203192,"(41.896888586, -87.628203192)",non-violent,Wellington (Brown & Purple lines),41.936033,-87.653266,0.04891304347826087,"['THEFT', 'BATTERY', 'ROBBERY']"
55,7890605,HT120115,01/14/2011 09:55:00 PM,011XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,True,False,132,1,2,32,18,1176517.0,1895340.0,2011,02/04/2016 06:33:39 AM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)",non-violent,95th/Dan Ryan (Red Line),41.722377,-87.624342,0.1743119266055046,"['THEFT', 'DECEPTIVE PRACTICE', 'ROBBERY']"
56,7891548,HT121263,01/15/2011 07:15:00 PM,012XX N CLARK ST,0810,THEFT,OVER $500,CTA PLATFORM,False,False,1821,18,42,8,06,1175314.0,1908524.0,2011,02/04/2016 06:33:39 AM,41.904370109,-87.631460067,"(41.904370109, -87.631460067)",property,Monroe (Red Line),41.880745,-87.627696,0.20930232558139536,"['BATTERY', 'THEFT', 'ROBBERY']"
57,7891586,HT121326,01/15/2011 08:30:00 PM,002XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA PLATFORM,True,False,123,1,42,32,06,1176417.0,1899156.0,2011,02/04/2016 06:33:39 AM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)",property,Oak Park (Green Line),41.886988,-87.793783,0.189873417721519,"['THEFT', 'BATTERY', 'DECEPTIVE PRACTICE']"
58,7891967,HT121727,01/16/2011 06:26:00 AM,002XX S STATE ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA PLATFORM,True,False,123,1,42,32,04A,1176417.0,1899156.0,2011,02/04/2016 06:33:39 AM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)",violent,Oak Park (Green Line),41.886988,-87.793783,0.189873417721519,"['NARCOTICS', 'DECEPTIVE PRACTICE', 'THEFT']"
59,7892297,HT122235,01/16/2011 04:45:00 PM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,False,False,1114,11,28,26,11,1149512.0,1901446.0,2011,02/04/2016 06:33:39 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)",non-violent,Damen (Brown Line),41.966286,-87.678639,0.0,"['DECEPTIVE PRACTICE', 'ROBBERY', 'NARCOTICS']"
60,7892279,HT122244,01/16/2011 04:45:00 PM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,False,False,1114,11,28,26,11,1149512.0,1901446.0,2011,02/04/2016 06:33:39 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)",non-violent,Damen (Brown Line),41.966286,-87.678639,0.0,"['THEFT', 'DECEPTIVE PRACTICE', 'ASSAULT']"
61,7893873,HT123024,01/16/2011 09:30:00 PM,012XX N CLARK ST,0810,THEFT,OVER $500,CTA PLATFORM,False,False,1821,18,42,8,06,1175314.0,1908524.0,2011,02/04/2016 06:33:39 AM,41.904370109,-87.631460067,"(41.904370109, -87.631460067)",property,Monroe (Red Line),41.880745,-87.627696,0.20930232558139536,"['BATTERY', 'THEFT', 'ROBBERY']"
62,7893153,HT123264,01/17/2011 02:35:00 PM,063XX S ASHLAND AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA PLATFORM,True,False,725,7,16,67,26,1166757.0,1862712.0,2011,02/04/2016 06:33:39 AM,41.778845387,-87.6642031,"(41.778845387, -87.6642031)",non-violent,Ashland/63rd (Green Line),41.77886,-87.663766,0.0,"['BATTERY', 'ASSAULT', 'THEFT']"
63,7893240,HT123426,01/17/2011 04:20:00 PM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1114,11,28,26,11,1149512.0,1901446.0,2011,02/04/2016 06:33:39 AM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)",non-violent,Damen (Brown Line),41.966286,-87.678639,0.0,"['DECEPTIVE PRACTICE', 'ROBBERY', 'THEFT']"
